timestamp,sensor1,sensor2,sensor1_mean,sensor1_std,sensor2_mean,sensor2_std,anomaly
2025-01-01 19:00:00,47.17539259732942,61.27249783920575,49.65740287711634,1.9200568428780524,61.30147950723695,2.5058574020658733,1
2025-01-01 20:00:00,52.93129753784311,61.5685064641065,49.75429633870738,2.0363977840480896,61.17000151495438,2.413148894051101,1
2025-01-01 21:00:00,49.54844739902693,58.278899988184264,49.74554513877584,2.0369132309971723,60.945251461926674,2.464678763196044,1
2025-01-01 22:00:00,50.13505640937585,59.92693622321705,49.687529105434564,2.0067480566536724,60.9326537175995,2.469441342980607,1
2025-01-01 23:00:00,47.15050362757309,66.42681107583559,49.39275130117242,1.9185055704303058,61.351034788047116,2.658578819062019,1
2025-01-02 00:00:00,48.91123455094964,65.18262951030214,49.36172836619223,1.921155270817697,61.50543276652019,2.790436068224816,1
2025-01-02 01:00:00,50.22184517941973,61.308971009022095,49.396234320858134,1.9305439975996934,61.51185850915802,2.789796230888623,1
2025-01-02 02:00:00,47.6980128451554,60.1140104345046,49.12321368156516,1.7479622684024894,61.3832800478791,2.7921130149170366,1
2025-01-02 03:00:00,50.75139603669135,60.36009398015479,49.084040010484436,1.6991681000040422,61.30600897663453,2.798277386133696,1
2025-01-02 04:00:00,48.79872262016239,61.84055391819125,49.07092358008605,1.7003669746872403,61.240603765246206,2.768065976596178,1
2025-01-02 05:00:00,49.41661250041345,56.93162230440478,48.987498200748135,1.6360579468836274,61.16747016220053,2.864854816904395,1
2025-01-02 06:00:00,48.79658677554121,59.227870387729965,48.973669308806436,1.6364645810961933,60.931254571741874,2.817538486938937,1
2025-01-02 07:00:00,53.70455636901787,54.99424777836723,49.205470102614356,1.949088448928416,60.651327019956376,3.1153123359672827,1
2025-01-02 08:00:00,49.973005550524135,61.197669367815834,49.17992415298396,1.9347457720881382,60.39992135745338,2.8317568163048126,1
2025-01-02 09:00:00,47.8845781420882,61.94158781910822,49.26548108455415,1.8297850673668006,60.600378921122214,2.7894790699619305,1
2025-01-02 10:00:00,51.64508982420638,58.55044061310188,49.52022735901578,1.785995725206312,60.26750638130253,2.601615584433813,1
2025-01-02 11:00:00,47.558312700057954,64.7219602898701,49.45437174694277,1.8346437144040226,60.47391777827664,2.7860865996934807,1
2025-01-02 12:00:00,50.41772719000951,56.322703010992974,49.576541218476684,1.8121153548582087,60.387765629368445,2.889831667199629,1
2025-01-02 13:00:00,46.08065975224045,55.60687535937054,49.34914947282918,1.953026264127885,60.24069227244513,3.0583125472860617,1
2025-01-02 14:00:00,47.34362790220314,60.67335545567992,49.30713327549146,1.988136448641091,60.32241214145828,3.046323985869989,1
2025-01-02 15:00:00,50.39372247173824,63.14129490783646,49.4680497692119,1.936077418435384,60.41585199488982,3.1050936404575036,1
2025-01-02 16:00:00,51.47693315999082,65.0517830743736,49.395331550319284,1.8231737541264195,60.59001582540317,3.2666344152524283,1
2025-01-02 17:00:00,50.34273656237994,58.62334721139318,49.435046008486935,1.8352954049757113,60.607238186563606,3.25469462133772,1
2025-01-02 18:00:00,49.76870343522352,63.236042500293884,49.41672835977932,1.8297609455444481,60.77269350041746,3.3020567484207817,1
