timestamp,sensor1,sensor2,label,s1_roll_mean,s1_roll_std,s2_roll_mean,s2_roll_std,recon_error,AE_anomaly
2023-01-01 00:00:00,0.09934283060224654,0.6184384884245218,0,0.09934283060224654,,0.6184384884245218,,1.0221882,0
2023-01-01 01:00:00,-0.017649692622031782,0.8278729649113135,0,0.04084656899010738,0.08272620652001185,0.7231557266679176,0.14809253853806495,0.7868278,0
2023-01-01 02:00:00,0.14954304186892323,0.9170787665911154,0,0.07707872661637932,0.08579114383991436,0.7877967399756503,0.15330062553582588,0.7834813,0
2023-01-01 03:00:00,0.33461147031588173,1.3770872651119943,0,0.14146191254125495,0.14658623887296623,0.9351193712597362,0.3201300026764919,0.77812433,0
2023-01-01 04:00:00,-0.006828013651131448,1.1105101981099403,0,0.11180392730277766,0.14322578159053773,0.970197536629777,0.28812289459339685,0.8162759,0
2023-01-01 05:00:00,0.0031684292620312235,0.731653113172271,0,0.09369801096265325,0.1355649100942786,0.9304401327201927,0.2754918309222274,0.7397535,0
2023-01-01 06:00:00,0.37582654023660866,1.0954065979389354,0,0.1340020865732183,0.16335789017720126,0.9540067706085845,0.2591026097326547,0.73129326,0
2023-01-01 07:00:00,0.2234530771003827,0.6880885696499174,0,0.14518346038911387,0.1545112554577376,0.9207669954887511,0.257648265948142,0.6733045,0
2023-01-01 08:00:00,-0.013953593004005144,1.213337784956284,0,0.1275015655676562,0.1539589448376719,0.9532748609851437,0.2599916387117245,0.84773165,0
2023-01-01 09:00:00,0.1984204464195658,0.9017251049443802,0,0.13459345365284717,0.14687613544124442,0.9481198853810673,0.2456639206570045,0.73829603,0
2023-01-01 10:00:00,0.007183055893627069,0.9762735980868585,0,0.12301069022019079,0.14453755132160293,0.9506793138088665,0.233211798873816,0.81704193,0
2023-01-01 11:00:00,0.016668807258598803,1.2591114002499846,0,0.11414886664005812,0.14118886464148978,0.9763819876789598,0.23952229995957386,0.8943344,0
2023-01-01 12:00:00,0.1681443870935785,0.7353711312572544,0,0.11830236821340584,0.13600505390002096,0.9578426910311363,0.23886856830827505,0.74697924,0
2023-01-01 13:00:00,-0.252978924424274,0.712132636407973,0,0.09178227588214301,0.16407593934546466,0.9402919728437674,0.23870795773628503,0.8698358,0
